path_name_sentinel2,satellite,imagery_id,date,tile_id,saving_path,coordinates,if_fire
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/3_3,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,3_3,../prepared_dataset/20210418/3_3,"POLYGON ((-131.4400672744555 49.41973406998922, -131.33426378190975 49.421919452331444, -131.33099413051323 49.35289508713842, -131.43664977194712 49.350714991018414, -131.4400672744555 49.41973406998922))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_0,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_0,../prepared_dataset/20210418/1_0,"POLYGON ((-131.76516255576632 49.55059821246704, -131.65910317633998 49.553085684076976, -131.65536155972876 49.48407994882067, -131.7612721571526 49.481598496865345, -131.76516255576632 49.55059821246704))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_1,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_1,../prepared_dataset/20210418/1_1,"POLYGON ((-131.65910317633998 49.553085684076976, -131.55302938550602 49.555476029135626, -131.549436622299 49.4864645086965, -131.65536155972876 49.48407994882067, -131.65910317633998 49.553085684076976))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/3_2,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,3_2,../prepared_dataset/20210418/3_2,"POLYGON ((-131.54585763037568 49.41745196849377, -131.4400672744555 49.41973406998922, -131.43664977194712 49.350714991018414, -131.54229234162088 49.34843840920045, -131.54585763037568 49.41745196849377))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/6_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,6_13,../prepared_dataset/20210418/6_13,"POLYGON ((-130.37574747721234 49.23004433024733, -130.270287200537 49.231252346441664, -130.26851945062737 49.16218535309965, -130.37383307554686 49.16098025786563, -130.37574747721234 49.23004433024733))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_8,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_8,../prepared_dataset/20210418/1_8,"POLYGON ((-130.91631604359918 49.56777677434581, -130.81015740335025 49.56948642643612, -130.80760837597683 49.5004409863197, -130.9136177421419 49.498735474393825, -130.91631604359918 49.56777677434581))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/5_9,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,5_9,../prepared_dataset/20210418/5_9,"POLYGON ((-130.80001976620687 49.29329911623028, -130.69444517019352 49.29489587284513, -130.69208201575896 49.22584287208637, -130.79750956010844 49.22424997687768, -130.80001976620687 49.29329911623028))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_10,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_10,../prepared_dataset/20210418/12_10,"POLYGON ((-130.67809107403681 48.81150568472108, -130.57352539467144 48.81298082641985, -130.57136772040144 48.74391787334593, -130.67579017415466 48.74244629091118, -130.67809107403681 48.81150568472108))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/7_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,7_13,../prepared_dataset/20210418/7_13,"POLYGON ((-130.37383307554686 49.16098025786563, -130.26851945062737 49.16218535309965, -130.26675844634164 49.093117482309076, -130.3719259786696 49.09191529996996, -130.37383307554686 49.16098025786563))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_11,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_11,../prepared_dataset/20210418/12_11,"POLYGON ((-130.57352539467144 48.81298082641985, -130.46895149683627 48.8143611417254, -130.46693708812575 48.745294857999106, -130.57136772040144 48.74391787334593, -130.57352539467144 48.81298082641985))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_2,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_2,../prepared_dataset/20210418/4_2,"POLYGON ((-131.54229234162088 49.34843840920045, -131.43664977194712 49.350714991018414, -131.43324534127248 49.28169490895135, -131.5387406883842 49.27942383148767, -131.54229234162088 49.34843840920045))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/8_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,8_13,../prepared_dataset/20210418/8_13,"POLYGON ((-130.3719259786696 49.09191529996996, -130.26675844634164 49.093117482309076, -130.26500415457113 49.024048734009206, -130.37002615073092 49.02284945654165, -130.3719259786696 49.09191529996996))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/6_8,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,6_8,../prepared_dataset/20210418/6_8,"POLYGON ((-130.90292751859332 49.22256091056384, -130.79750956010844 49.22424997687768, -130.79500893992832 49.15519991316266, -130.90028045468205 49.153514929791235, -130.90292751859332 49.22256091056384))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_4,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_4,../prepared_dataset/20210418/0_4,"POLYGON ((-131.3441484052604 49.62898661226988, -131.23788518812447 49.631090489745, -131.23472726309154 49.562063997705465, -131.3408408565637 49.559965215411495, -131.3441484052604 49.62898661226988))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_3,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_3,../prepared_dataset/20210418/0_3,"POLYGON ((-131.45039886387588 49.62678528241335, -131.3441484052604 49.62898661226988, -131.3408408565637 49.559965215411495, -131.44694175488345 49.557769216279155, -131.45039886387588 49.62678528241335))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_10,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_10,../prepared_dataset/20210418/4_10,"POLYGON ((-130.6968173943887 49.36394795979981, -130.59108606844035 49.365451930188854, -130.5888615044706 49.296396204691675, -130.69444517019352 49.29489587284513, -130.6968173943887 49.36394795979981))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/11_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,11_13,../prepared_dataset/20210418/11_13,"POLYGON ((-130.36624815948412 48.88471511302708, -130.26151557726158 48.885908604654425, -130.25978122662025 48.816837223494026, -130.364369925684 48.81564661291819, -130.36624815948412 48.88471511302708))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_0,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_0,../prepared_dataset/20210418/2_0,"POLYGON ((-131.7612721571526 49.481598496865345, -131.65536155972876 49.48407994882067, -131.65163428320477 49.41507317766499, -131.75739666694184 49.41259772857895, -131.7612721571526 49.481598496865345))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_4,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_4,../prepared_dataset/20210418/4_4,"POLYGON ((-131.33099413051323 49.35289508713842, -131.22532598144235 49.354978669129, -131.2222161863933 49.285948276915654, -131.3277369868242 49.28386973352775, -131.33099413051323 49.35289508713842))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/6_9,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,6_9,../prepared_dataset/20210418/6_9,"POLYGON ((-130.79750956010844 49.22424997687768, -130.69208201575896 49.22584287208637, -130.68972788642066 49.15678895764742, -130.79500893992832 49.15519991316266, -130.79750956010844 49.22424997687768))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_3,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_3,../prepared_dataset/20210418/4_3,"POLYGON ((-131.43664977194712 49.350714991018414, -131.33099413051323 49.35289508713842, -131.3277369868242 49.28386973352775, -131.43324534127248 49.28169490895135, -131.43664977194712 49.350714991018414))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_1,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_1,../prepared_dataset/20210418/2_1,"POLYGON ((-131.65536155972876 49.48407994882067, -131.549436622299 49.4864645086965, -131.54585763037568 49.41745196849377, -131.65163428320477 49.41507317766499, -131.65536155972876 49.48407994882067))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/11_12,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,11_12,../prepared_dataset/20210418/11_12,"POLYGON ((-130.4709735789061 48.88342653139165, -130.36624815948412 48.88471511302708, -130.364369925684 48.81564661291819, -130.46895149683627 48.8143611417254, -130.4709735789061 48.88342653139165))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_11,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_11,../prepared_dataset/20210418/4_11,"POLYGON ((-130.59108606844035 49.365451930188854, -130.48534619449734 49.36685922256808, -130.48326933293248 49.29780009222059, -130.5888615044706 49.296396204691675, -130.59108606844035 49.365451930188854))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_2,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_2,../prepared_dataset/20210418/0_2,"POLYGON ((-131.55663598858044 49.624486529136135, -131.45039886387588 49.62678528241335, -131.44694175488345 49.557769216279155, -131.55302938550602 49.555476029135626, -131.55663598858044 49.624486529136135))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_5,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_5,../prepared_dataset/20210418/0_5,"POLYGON ((-131.23788518812447 49.631090489745, -131.13160978829623 49.6330968871541, -131.12860154744556 49.564065535604165, -131.23472726309154 49.562063997705465, -131.23788518812447 49.631090489745))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/10_12,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,10_12,../prepared_dataset/20210418/10_12,"POLYGON ((-130.47300337189023 48.95249102696047, -130.36813355612426 48.953782727564956, -130.36624815948412 48.88471511302708, -130.4709735789061 48.88342653139165, -130.47300337189023 48.95249102696047))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/5_11,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,5_11,../prepared_dataset/20210418/5_11,"POLYGON ((-130.5888615044706 49.296396204691675, -130.48326933293248 49.29780009222059, -130.48120041304583 49.228740067606836, -130.5866454463639 49.22733957548268, -130.5888615044706 49.296396204691675))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/5_10,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,5_10,../prepared_dataset/20210418/5_10,"POLYGON ((-130.69444517019352 49.29489587284513, -130.5888615044706 49.296396204691675, -130.5866454463639 49.22733957548268, -130.69208201575896 49.22584287208637, -130.69444517019352 49.29489587284513))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_8,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_8,../prepared_dataset/20210418/12_8,"POLYGON ((-130.88719559812046 48.808270999094304, -130.7826479900508 48.809935735563236, -130.78020390714704 48.74088012954327, -130.88460837742664 48.73921940929897, -130.88719559812046 48.808270999094304))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/3_0,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,3_0,../prepared_dataset/20210418/3_0,"POLYGON ((-131.75739666694184 49.41259772857895, -131.65163428320477 49.41507317766499, -131.64792127585335 49.346065371367665, -131.75353601142407 49.343595908453565, -131.75739666694184 49.41259772857895))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_3,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_3,../prepared_dataset/20210418/1_3,"POLYGON ((-131.44694175488345 49.557769216279155, -131.3408408565637 49.559965215411495, -131.33754600309172 49.49094282859376, -131.4434979136637 49.488752145273395, -131.44694175488345 49.557769216279155))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_4,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_4,../prepared_dataset/20210418/1_4,"POLYGON ((-131.3408408565637 49.559965215411495, -131.23472726309154 49.562063997705465, -131.23158146030147 49.493036529963156, -131.33754600309172 49.49094282859376, -131.3408408565637 49.559965215411495))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_9,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_9,../prepared_dataset/20210418/12_9,"POLYGON ((-130.7826479900508 48.809935735563236, -130.67809107403681 48.81150568472108, -130.67579017415466 48.74244629091118, -130.78020390714704 48.74088012954327, -130.7826479900508 48.809935735563236))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/5_4,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,5_4,../prepared_dataset/20210418/5_4,"POLYGON ((-131.3277369868242 49.28386973352775, -131.2222161863933 49.285948276915654, -131.2191182756203 49.21691691075663, -131.32449228918773 49.2148433920117, -131.3277369868242 49.28386973352775))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_5,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_5,../prepared_dataset/20210418/1_5,"POLYGON ((-131.23472726309154 49.562063997705465, -131.12860154744556 49.564065535604165, -131.1256048554415 49.49503322195153, -131.23158146030147 49.493036529963156, -131.23472726309154 49.562063997705465))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/1_2,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,1_2,../prepared_dataset/20210418/1_2,"POLYGON ((-131.55302938550602 49.555476029135626, -131.44694175488345 49.557769216279155, -131.4434979136637 49.488752145273395, -131.549436622299 49.4864645086965, -131.55302938550602 49.555476029135626))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/13_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,13_13,../prepared_dataset/20210418/13_13,"POLYGON ((-130.3624988198346 48.746577227231384, -130.25805345828593 48.747764964613346, -130.25633224025387 48.67869182796775, -130.36063480728154 48.67750695596278, -130.3624988198346 48.746577227231384))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/3_1,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,3_1,../prepared_dataset/20210418/3_1,"POLYGON ((-131.65163428320477 49.41507317766499, -131.54585763037568 49.41745196849377, -131.54229234162088 49.34843840920045, -131.64792127585335 49.346065371367665, -131.65163428320477 49.41507317766499))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_13,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_13,../prepared_dataset/20210418/12_13,"POLYGON ((-130.364369925684 48.81564661291819, -130.25978122662025 48.816837223494026, -130.25805345828593 48.747764964613346, -130.3624988198346 48.746577227231384, -130.364369925684 48.81564661291819))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/12_12,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,12_12,../prepared_dataset/20210418/12_12,"POLYGON ((-130.46895149683627 48.8143611417254, -130.364369925684 48.81564661291819, -130.3624988198346 48.746577227231384, -130.46693708812575 48.745294857999106, -130.46895149683627 48.8143611417254))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_0,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_0,../prepared_dataset/20210418/0_0,"POLYGON ((-131.76906793699982 49.61959687453513, -131.6628592044407 49.62209038267372, -131.65910317633998 49.553085684076976, -131.76516255576632 49.55059821246704, -131.76906793699982 49.61959687453513))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_3,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_3,../prepared_dataset/20210418/2_3,"POLYGON ((-131.4434979136637 49.488752145273395, -131.33754600309172 49.49094282859376, -131.33426378190975 49.421919452331444, -131.4400672744555 49.41973406998922, -131.4434979136637 49.488752145273395))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_4,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_4,../prepared_dataset/20210418/2_4,"POLYGON ((-131.33754600309172 49.49094282859376, -131.23158146030147 49.493036529963156, -131.22844771964967 49.42400808695786, -131.33426378190975 49.421919452331444, -131.33754600309172 49.49094282859376))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/11_10,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,11_10,../prepared_dataset/20210418/11_10,"POLYGON ((-130.68040073731856 48.880564165634986, -130.5756912874563 48.882042876327525, -130.57352539467144 48.81298082641985, -130.67809107403681 48.81150568472108, -130.68040073731856 48.880564165634986))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/11_11,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,11_11,../prepared_dataset/20210418/11_11,"POLYGON ((-130.5756912874563 48.882042876327525, -130.4709735789061 48.88342653139165, -130.46895149683627 48.8143611417254, -130.57352539467144 48.81298082641985, -130.5756912874563 48.882042876327525))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_5,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_5,../prepared_dataset/20210418/2_5,"POLYGON ((-131.23158146030147 49.493036529963156, -131.1256048554415 49.49503322195153, -131.12261965501298 49.425999946564524, -131.22844771964967 49.42400808695786, -131.23158146030147 49.493036529963156))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/2_2,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,2_2,../prepared_dataset/20210418/2_2,"POLYGON ((-131.549436622299 49.4864645086965, -131.4434979136637 49.488752145273395, -131.4400672744555 49.41973406998922, -131.54585763037568 49.41745196849377, -131.549436622299 49.4864645086965))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_6,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_6,../prepared_dataset/20210418/0_6,"POLYGON ((-131.13160978829623 49.6330968871541, -131.02532278202165 49.635005778089784, -131.02246428301876 49.56596980282197, -131.12860154744556 49.564065535604165, -131.13160978829623 49.6330968871541))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/0_1,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,0_1,../prepared_dataset/20210418/0_1,"POLYGON ((-131.6628592044407 49.62209038267372, -131.55663598858044 49.624486529136135, -131.55302938550602 49.555476029135626, -131.65910317633998 49.553085684076976, -131.6628592044407 49.62209038267372))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/11_9,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,11_9,../prepared_dataset/20210418/11_9,"POLYGON ((-130.78510138094998 48.87899041833442, -130.68040073731856 48.880564165634986, -130.67809107403681 48.81150568472108, -130.7826479900508 48.809935735563236, -130.78510138094998 48.87899041833442))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/4_9,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,4_9,../prepared_dataset/20210418/4_9,"POLYGON ((-130.80253960565724 49.36234733104032, -130.6968173943887 49.36394795979981, -130.69444517019352 49.29489587284513, -130.80001976620687 49.29329911623028, -130.80253960565724 49.36234733104032))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/10_11,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,10_11,../prepared_dataset/20210418/10_11,"POLYGON ((-130.5778654389746 48.951104022984055, -130.47300337189023 48.95249102696047, -130.4709735789061 48.88342653139165, -130.5756912874563 48.882042876327525, -130.5778654389746 48.951104022984055))",False
../datasets/sentinel2/S2A_10UCV_20210418_1_L2A/20210418/tiles/10_10,sentinel2,S2A_10UCV_20210418_1_L2A,2021-04-18,10_10,../prepared_dataset/20210418/10_10,"POLYGON ((-130.68271920687965 48.94962173351722, -130.5778654389746 48.951104022984055, -130.5756912874563 48.882042876327525, -130.68040073731856 48.880564165634986, -130.68271920687965 48.94962173351722))",False
../datasets/sentinel2/S2A_9UXS_20210730_1_L2A/20210730/tiles/12_5,sentinel2,S2A_9UXS_20210730_1_L2A,2021-07-30,12_5,../prepared_dataset/20210730/12_5,"POLYGON ((-127.04407939888208 50.60601805011487, -126.93561585397724 50.604145858275665, -126.9386311023233 50.53512314213458, -127.04693647743055 50.53699077173371, -127.04407939888208 50.60601805011487))",False
../datasets/sentinel2/S2A_9UXS_20210730_1_L2A/20210730/tiles/12_2,sentinel2,S2A_9UXS_20210730_1_L2A,2021-07-30,12_2,../prepared_dataset/20210730/12_2,"POLYGON ((-127.36953480552138 50.61102888480064, -127.26103949458563 50.609459586768466, -127.26358006504528 50.54042392095767, -127.37191704400429 50.54198939402145, -127.36953480552138 50.61102888480064))",False
