path_name_sentinel2,satellite,imagery_id,date,tile_id,saving_path,coordinates
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/0_11,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,0_11,../prepared_dataset/20220809/0_11,"(-124.99014521722657, 50.48318758201494),(-124.88217100488981, 50.47941167733047),(-124.88815514243872, 50.4105209046424),(-124.99597348154246, 50.414287633104195)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_0,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_0,../prepared_dataset/20220809/8_0,"(-126.21164136855504, 49.96620477318144),(-126.1046889866662, 49.96358267621956),(-126.10882216889075, 49.89459564668051),(-126.21562236229248, 49.89721138392485)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_9,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_9,../prepared_dataset/20220809/8_9,"(-125.24969611329794, 49.93906365500094),(-125.14290905557874, 49.9355566068297),(-125.1484079720491, 49.8666375096811),(-125.25504366857342, 49.87013606141308)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/6_0,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,6_0,../prepared_dataset/20220809/6_0,"(-126.20363299050042, 50.10418837495032),(-126.09637446480545, 50.101553504186),(-126.10053977891575, 50.03256862904429),(-126.20764493725278, 50.035197103814006)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_7,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_7,../prepared_dataset/20220809/13_7,"(-125.48836092993919, 49.60105188564833),(-125.38228508846116, 49.59778109054588),(-125.38738205225935, 49.5288391524663),(-125.49330920357048, 49.53210203666511)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/4_4,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,4_4,../prepared_dataset/20220809/4_4,"(-125.7653945658079, 50.23098034961218),(-125.65789652279332, 50.22793508254463),(-125.66271167140775, 50.158980503082965),(-125.7700555044756, 50.16201837514725)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_3,../prepared_dataset/20220809/11_3,"(-125.90409357755665, 49.7511189370603),(-125.79764510323163, 49.74822265707833),(-125.80218153138314, 49.67925273743341),(-125.90847980808762, 49.682142003459184)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/4_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,4_3,../prepared_dataset/20220809/4_3,"(-125.8729107570619, 50.233926287225614),(-125.7653945658079, 50.23098034961218),(-125.7700555044756, 50.16201837514725),(-125.87741739424553, 50.164957158072596)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_9,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_9,../prepared_dataset/20220809/13_9,"(-125.27622887507313, 49.594413268709154),(-125.1701928584716, 49.59094846429792),(-125.17558690813111, 49.52202304854177),(-125.28147443181047, 49.52547947510624)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_4,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_4,../prepared_dataset/20220809/11_4,"(-125.79764510323163, 49.74822265707833),(-125.69121414952446, 49.74522871570633),(-125.69590068808976, 49.67626604565151),(-125.80218153138314, 49.67925273743341)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_8,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_8,../prepared_dataset/20220809/8_8,"(-125.35650387832956, 49.94247254399866),(-125.24969611329794, 49.93906365500094),(-125.25504366857342, 49.87013606141308),(-125.36169996889305, 49.87353669060245)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_1,../prepared_dataset/20220809/8_1,"(-126.1046889866662, 49.96358267621956),(-125.99775263021023, 49.96086209466918),(-126.00203792064691, 49.89188166298838),(-126.10882216889075, 49.89459564668051)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_6,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_6,../prepared_dataset/20220809/8_6,"(-125.5701791979101, 49.948995664984565),(-125.46333176774317, 49.94578322862888),(-125.46837629296328, 49.87683935226469),(-125.57507206004699, 49.880044002696344)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/1_11,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,1_11,../prepared_dataset/20220809/1_11,"(-124.99597348154246, 50.414287633104195),(-124.88815514243872, 50.4105209046424),(-124.89411602104093, 50.34162879602766),(-125.0017790882586, 50.3453863746491)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_1,../prepared_dataset/20220809/12_1,"(-126.12112636240417, 49.68762810740147),(-126.0147949435164, 49.684933805700545),(-126.01901460852237, 49.615949002703516),(-126.1251962397719, 49.61863678060843)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/7_6,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,7_6,../prepared_dataset/20220809/7_6,"(-125.56526737921727, 50.017946150048665),(-125.45826770165672, 50.01472590566331),(-125.46333176774317, 49.94578322862888),(-125.5701791979101, 49.948995664984565)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_6,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_6,../prepared_dataset/20220809/12_6,"(-125.58963785229653, 49.67318196741235),(-125.4833935974753, 49.67000054328374),(-125.48836092993919, 49.60105188564833),(-125.59445583014147, 49.604225611114565)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/7_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,7_1,../prepared_dataset/20220809/7_1,"(-126.10053977891575, 50.03256862904429),(-125.99345072684476, 50.02984143087336),(-125.99775263021023, 49.96086209466918),(-126.1046889866662, 49.96358267621956)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/7_8,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,7_8,../prepared_dataset/20220809/7_8,"(-125.3512876632677, 50.01140717529444),(-125.24432785059035, 50.00799000305391),(-125.24969611329794, 49.93906365500094),(-125.35650387832956, 49.94247254399866)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/10_5,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,10_5,../prepared_dataset/20220809/10_5,"(-125.68650951329917, 49.81419023410448),(-125.57994606047134, 49.81109116468042),(-125.5848012933735, 49.742137152425435),(-125.69121414952446, 49.74522871570633)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_8,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_8,../prepared_dataset/20220809/12_8,"(-125.37716849646142, 49.66672181510068),(-125.27096312143453, 49.66334582596361),(-125.27622887507313, 49.594413268709154),(-125.38228508846116, 49.59778109054588)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/5_2,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,5_2,../prepared_dataset/20220809/5_2,"(-125.98479674563274, 50.16779681257179),(-125.87741739424553, 50.164957158072596),(-125.88190656970957, 50.09598691047528),(-125.98913212677263, 50.09881967053217)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_9,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_9,../prepared_dataset/20220809/9_9,"(-125.25504366857342, 49.87013606141308),(-125.1484079720491, 49.8666375096811),(-125.15388570526942, 49.79771714488544),(-125.2603706199349, 49.801207224147745)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_12,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_12,../prepared_dataset/20220809/13_12,"(-124.95818368695447, 49.58372809066878),(-124.85221166591536, 49.57997261604244),(-124.85805056643485, 49.51107373193187),(-124.96387441127948, 49.514820129876014)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/1_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,1_3,../prepared_dataset/20220809/1_3,"(-125.85928518665857, 50.44082695209004),(-125.75130249036899, 50.43785942675525),(-125.7560181512558, 50.36890087672561),(-125.8638447427434, 50.37186118543331)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_0,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_0,../prepared_dataset/20220809/9_0,"(-126.21562236229248, 49.89721138392485),(-126.10882216889075, 49.89459564668051),(-126.11293940586515, 49.82560754139166),(-126.21958799581242, 49.82821693691288)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/1_4,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,1_4,../prepared_dataset/20220809/1_4,"(-125.75130249036899, 50.43785942675525),(-125.6433382207938, 50.434791846908624),(-125.64820989300821, 50.36584075588097),(-125.7560181512558, 50.36890087672561)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_7,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_7,../prepared_dataset/20220809/9_7,"(-125.46837629296328, 49.87683935226469),(-125.36169996889305, 49.87353669060245),(-125.3668760355906, 49.8045996168394),(-125.47340137505778, 49.80789427818403)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/10_4,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,10_4,../prepared_dataset/20220809/10_4,"(-125.79309115436176, 49.81719144551092),(-125.68650951329917, 49.81419023410448),(-125.69121414952446, 49.74522871570633),(-125.79764510323163, 49.74822265707833)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/5_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,5_3,../prepared_dataset/20220809/5_3,"(-125.87741739424553, 50.164957158072596),(-125.7700555044756, 50.16201837514725),(-125.77469838633546, 50.09305526181135),(-125.88190656970957, 50.09598691047528)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_9,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_9,../prepared_dataset/20220809/12_9,"(-125.27096312143453, 49.66334582596361),(-125.16477804389937, 49.659872620236534),(-125.1701928584716, 49.59094846429792),(-125.27622887507313, 49.594413268709154)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/10_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,10_3,../prepared_dataset/20220809/10_3,"(-125.89969040385189, 49.82009475923514),(-125.79309115436176, 49.81719144551092),(-125.79764510323163, 49.74822265707833),(-125.90409357755665, 49.7511189370603)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_7,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_7,../prepared_dataset/20220809/12_7,"(-125.4833935974753, 49.67000054328374),(-125.37716849646142, 49.66672181510068),(-125.38228508846116, 49.59778109054588),(-125.48836092993919, 49.60105188564833)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/7_0,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,7_0,../prepared_dataset/20220809/7_0,"(-126.20764493725278, 50.035197103814006),(-126.10053977891575, 50.03256862904429),(-126.1046889866662, 49.96358267621956),(-126.21164136855504, 49.96620477318144)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/12_0,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,12_0,../prepared_dataset/20220809/12_0,"(-126.22747348892672, 49.69022487307973),(-126.12112636240417, 49.68762810740147),(-126.1251962397719, 49.61863678060843),(-126.23139350056691, 49.62122725797835)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/7_7,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,7_7,../prepared_dataset/20220809/7_7,"(-125.45826770165672, 50.01472590566331),(-125.3512876632677, 50.01140717529444),(-125.35650387832956, 49.94247254399866),(-125.46333176774317, 49.94578322862888)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_6,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_6,../prepared_dataset/20220809/9_6,"(-125.57507206004699, 49.880044002696344),(-125.46837629296328, 49.87683935226469),(-125.47340137505778, 49.80789427818403),(-125.57994606047134, 49.81109116468042)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_1,../prepared_dataset/20220809/9_1,"(-126.10882216889075, 49.89459564668051),(-126.00203792064691, 49.89188166298838),(-126.00630668135425, 49.822900136894816),(-126.11293940586515, 49.82560754139166)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_13,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_13,../prepared_dataset/20220809/13_13,"(-124.85221166591536, 49.57997261604244),(-124.74626210937818, 49.57612034802069),(-124.7522490749777, 49.50723077309362),(-124.85805056643485, 49.51107373193187)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/9_8,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,9_8,../prepared_dataset/20220809/9_8,"(-125.36169996889305, 49.87353669060245),(-125.25504366857342, 49.87013606141308),(-125.2603706199349, 49.801207224147745),(-125.3668760355906, 49.8045996168394)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/3_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,3_1,../prepared_dataset/20220809/3_1,"(-126.08378106750182, 50.30850165375974),(-125.97607529975805, 50.30574779947244),(-125.9804444984755, 50.236772855913266),(-126.08799519134963, 50.23952001752352)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_3,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_3,../prepared_dataset/20220809/8_3,"(-125.89083288658668, 49.95804306467775),(-125.78393034261676, 49.95512562369026),(-125.788519596963, 49.88615910147051),(-125.89527020203685, 49.88906946882801)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_4,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_4,../prepared_dataset/20220809/8_4,"(-125.78393034261676, 49.95512562369026),(-125.67704558452314, 49.95210981044753),(-125.68178668873446, 49.883150599476885),(-125.788519596963, 49.88615910147051)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/0_12,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,0_12,../prepared_dataset/20220809/0_12,"(-124.88217100488981, 50.47941167733047),(-124.77422016990548, 50.4755358450304),(-124.78036006214414, 50.406654489895594),(-124.88815514243872, 50.4105209046424)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_10,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_10,../prepared_dataset/20220809/11_10,"(-125.15934236090588, 49.728795514416355),(-125.05302862414632, 49.72521647836325),(-125.05861383466667, 49.656302243545156),(-125.16477804389937, 49.659872620236534)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_1,../prepared_dataset/20220809/11_1,"(-126.11704077731176, 49.75661836131325),(-126.01055899495826, 49.75391751744748),(-126.0147949435164, 49.684933805700545),(-126.12112636240417, 49.68762810740147)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/4_1,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,4_1,../prepared_dataset/20220809/4_1,"(-126.08799519134963, 50.23952001752352),(-125.9804444984755, 50.236772855913266),(-125.98479674563274, 50.16779681257179),(-126.09219296293833, 50.17053730067159)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_6,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_6,../prepared_dataset/20220809/11_6,"(-125.5848012933735, 49.742137152425435),(-125.47840711109475, 49.73894800799162),(-125.4833935974753, 49.67000054328374),(-125.58963785229653, 49.67318196741235)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_2,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_2,../prepared_dataset/20220809/13_2,"(-126.01901460852237, 49.615949002703516),(-125.91284917979793, 49.61316395958212),(-125.91720177646224, 49.544184806574144),(-126.0232180709109, 49.546963109501284)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/6_2,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,6_2,../prepared_dataset/20220809/6_2,"(-125.98913212677263, 50.09881967053217),(-125.88190656970957, 50.09598691047528),(-125.88637837138317, 50.02701554561763),(-125.99345072684476, 50.02984143087336)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/11_8,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,11_8,../prepared_dataset/20220809/11_8,"(-125.37203217836218, 49.73566132443381),(-125.26567707018853, 49.732277145052215),(-125.27096312143453, 49.66334582596361),(-125.37716849646142, 49.66672181510068)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/13_5,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,13_5,../prepared_dataset/20220809/13_5,"(-125.70056921905206, 49.60730222530233),(-125.59445583014147, 49.604225611114565),(-125.59925531917294, 49.53526808499805),(-125.70521983185114, 49.53833725601435)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_5,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_5,../prepared_dataset/20220809/8_5,"(-125.67704558452314, 49.95210981044753),(-125.5701791979101, 49.948995664984565),(-125.57507206004699, 49.880044002696344),(-125.68178668873446, 49.883150599476885)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/0_13,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,0_13,../prepared_dataset/20220809/0_13,"(-124.77422016990548, 50.4755358450304),(-124.6662933158132, 50.47156013735383),(-124.67258884117722, 50.402688440857844),(-124.78036006214414, 50.406654489895594)"
../datasets/sentinel2/S2B_9UYR_20220809_0_L2A/20220809/tiles/8_2,sentinel2,S2B_9UYR_20220809_0_L2A,20220809,8_2,../prepared_dataset/20220809/8_2,"(-125.99775263021023, 49.96086209466918),(-125.89083288658668, 49.95804306467775),(-125.89527020203685, 49.88906946882801),(-126.00203792064691, 49.89188166298838)"
